sno,NAME,LOCATION,capacity,LAT,LON,website,picture
1,Nyayo Stadium,Nairobi Kenya ,30000,-1.3039,36.8244,https://en.wikipedia.org/wiki/Nyayo_National_Stadium,https://3dwnh01icn0h133s00sokwo1-wpengine.netdna-ssl.com/wp-content/uploads/2019/09/Nyayo-National-Stadium.jpg
